year,gp,driver,team,race_delta_s,race_se_s,race_n,race_model,quali_delta_s,quali_se_s,quali_k,event_delta_s,event_se_s,event_wR_eff,event_wQ_eff,race_delta_s_shrunk,race_shrink_w,race_tau2,quali_delta_s_shrunk,quali_shrink_w,quali_tau2,event_delta_s_shrunk,event_shrink_w,event_tau2
2025,British Grand Prix,HAD,Racing Bulls,-8.138020833333333e-05,0.5190860175798597,3.0,"ols_team(fe+spline,clustered)",0.0,0.11115107961688687,1.0,-3.5677769498513487e-06,0.10868729485606599,0.04384084315977337,0.9561591568402267,0.0017567698687611382,3.711245867352831e-06,1e-06,0.2479382545737859,8.093520630890244e-05,1e-06,0.13582687454017492,8.464585146078052e-05,1e-06
2025,British Grand Prix,GAS,Alpine,-1.808449074074074e-05,0.15881056608865815,27.0,"ols_team(fe+spline,clustered)",0.0,5.370982817791578,1.0,-1.8068693617169553e-05,0.15874118901103568,0.9991264822550076,0.0008735177449923987,0.0017566427744700503,3.9648247250485836e-05,1e-06,0.24795000065319098,3.4665100120549397e-08,1e-06,0.13580045274665145,3.968290960184001e-05,1e-06
2025,British Grand Prix,ALB,Williams,0.0008348034274193549,0.23586004411640837,31.0,"ols_team(fe+spline,clustered)",0.14300000000000068,0.11504129693288405,1.0,0.11567842828039741,0.10339762662194102,0.1921818586988304,0.8078181413011696,0.001756670011349699,1.7975601942143794e-05,1e-06,0.24792487131355287,7.55543802651959e-05,1e-06,0.13579029745717144,9.352726606343313e-05,1e-06
2025,British Grand Prix,BEA,Haas F1 Team,0.006507610452586207,0.1715324408528675,29.0,"ols_team(fe+spline,clustered)",0.0,0.13554425271638915,1.0,0.0025014719592858043,0.10634897609829927,0.3843917790579625,0.6156082209420375,0.0017568786905437317,3.39854249763858e-05,1e-06,0.24793594151395917,5.4426968683931934e-05,1e-06,0.13579523203571126,8.84086943765276e-05,1e-06
2025,British Grand Prix,TSU,Red Bull Racing,0.014247349330357142,0.22826819080982536,28.0,"ols_team(fe+spline,clustered)",0.9339999999999975,6.3325962653559404,1.0,0.015440881983372672,0.22812003468194256,0.9987023330107865,0.0012976669892134163,0.001756917111974447,1.9191144339265607e-05,1e-06,0.24795003894073012,2.4936551152477295e-08,1e-06,0.13579513142350716,1.9216079933305377e-05,1e-06
2025,British Grand Prix,PIA,McLaren,0.05174967447916667,0.17338340000178065,30.0,"ols_team(fe+spline,clustered)",0.0,4.771724081239715,1.0,0.051681440767474905,0.17326905633314707,0.9986814658762881,0.0013185341237118675,0.00175819853086858,3.3263697560792064e-05,1e-06,0.24794996850714365,4.3918685645817326e-08,1e-06,0.1357904717657518,3.330761332469078e-05,1e-06
2025,British Grand Prix,ANT,Mercedes,0.07657877604166667,0.7795280850785595,3.0,"ols_team(fe+spline,clustered)",0.34499999999999886,0.18173584309834703,1.0,0.3311627826172918,0.17698958967538278,0.051550384796900516,0.9484496152030996,0.00175710033974405,1.645643474119835e-06,1e-06,0.2479529167153626,3.0276500137505452e-05,1e-06,0.13581318207966842,3.192204396456604e-05,1e-06
2025,British Grand Prix,ALO,Aston Martin,0.13831922743055555,0.2609541533073895,27.0,"ols_team(fe+spline,clustered)",0.0,0.09292330170630082,1.0,0.015565259881990617,0.08753890789905042,0.11253142582657426,0.8874685741734257,0.0017586331929981649,1.4684703958788086e-05,1e-06,0.2479258874956266,0.0001157978355068559,1e-06,0.13578037681486443,0.00013047913877365118,1e-06
2025,British Grand Prix,LEC,Ferrari,0.7164096174568966,0.16172227087307137,29.0,"ols_team(fe+spline,clustered)",0.03699999999999193,5.558748997719078,1.0,0.7158350384104801,0.16165387186879754,0.9991542965662348,0.0008457034337652001,0.0017831038247383682,3.823347154464962e-05,1e-06,0.24794997784574407,3.236278273524449e-08,1e-06,0.1358178220425816,3.8265831852749146e-05,1e-06
2025,British Grand Prix,BOR,Kick Sauber,,,,,0.0,0.5144999999999982,1.0,0.0,0.5144999999999982,0.0,1.0,,,1e-06,0.24794749300353033,3.7777011743928794e-06,1e-06,0.135803495827576,3.7777011743928794e-06,1e-06
2025,British Grand Prix,LAW,Racing Bulls,,,,,0.5759999999999934,0.08299999999999841,1.0,0.5759999999999934,0.08299999999999841,0.0,1.0,,,1e-06,0.24800593440568064,0.00014513788098694316,1e-06,0.1359022571227508,0.00014513788098694316,1e-06
2025,British Grand Prix,COL,Alpine,,,,,1.3490000000000038,12.475513460820403,1.0,1.3490000000000038,12.475513460820403,0.0,1.0,,,1e-06,0.24795001632281208,6.425148045441338e-09,1e-06,0.13580585042959853,6.425148045441338e-09,1e-06
2025,Austrian Grand Prix,HUL,Kick Sauber,-0.044571181475105935,0.05919188767402662,59.0,"ols_team(fe+spline,clustered)",0.7599999999999909,0.04888876262610286,1.0,0.43372195150117865,0.03769414369789367,0.4055303694828042,0.5944696305171958,-4.925574234161942e-05,0.0002853327903592158,1e-06,0.15918126840135463,0.00041821561338284353,1e-06,0.41480170384998327,0.9087824844247564,0.014155638789466414
2025,Austrian Grand Prix,GAS,Alpine,-0.03145548502604167,0.06278825732721413,60.0,"ols_team(fe+spline,clustered)",0.0,0.20957109639557644,1.0,-0.028864537095993896,0.060146801175962765,0.9176312834501597,0.08236871654984032,-4.428075437573353e-05,0.0002535905082400075,1e-06,0.15889767655524162,2.2768128869633466e-05,1e-06,-0.01868407990852569,0.796456343008331,0.014155638789466414
2025,Austrian Grand Prix,STR,Aston Martin,-0.014107259114583333,0.07418351267707118,60.0,"ols_team(fe+spline,clustered)",0.2009999999999934,0.21228623234785177,1.0,0.009302050063242528,0.07003072054016012,0.8911737833758696,0.10882621662413033,-3.8981813672421966e-05,0.00018167965758310317,1e-06,0.15889873335538035,2.2189458527901192e-05,1e-06,0.012490030559440177,0.742690603290795,0.014155638789466414
2025,Austrian Grand Prix,HAM,Ferrari,-0.012735335553278689,0.03697357428911458,61.0,"ols_team(fe+spline,clustered)",0.12699999999999534,0.15082174909475038,1.0,-0.004813689340053415,0.03591026195970027,0.943309641889362,0.05669035811063803,-4.5557054775400135e-05,0.0007309700024048226,1e-06,0.1588903118863881,4.395952207207635e-05,1e-06,-0.0036764563172735926,0.9165081638530455,0.014155638789466414
2025,Austrian Grand Prix,HAD,Racing Bulls,-0.009007045200892858,0.07102516160327542,63.0,"ols_team(fe+spline,clustered)",0.04600000000000648,0.10392505312323219,1.0,0.008505561789926926,0.058638992189635225,0.6816297453015443,0.31837025469845565,-3.7940069809207866e-05,0.0001981935223006134,1e-06,0.15886100463757855,9.258044855227353e-05,1e-06,0.010066523965422677,0.8045641614803513,0.014155638789466414
2025,Austrian Grand Prix,BEA,Haas F1 Team,-0.0018310546875,0.05924594126158225,59.0,"ols_team(fe+spline,clustered)",0.0,0.286475758136706,1.0,-0.0017559522298049256,0.05801820582239918,0.9589840444374633,0.04101595556253658,-3.6830480036624876e-05,0.0002848125240211028,1e-06,0.15889469724232777,1.2184815380551208e-05,1e-06,0.0013792095845975277,0.8078895078717945,0.014155638789466414
2025,Austrian Grand Prix,NOR,McLaren,-0.0015810074344758064,0.0455271261046227,62.0,"ols_team(fe+spline,clustered)",0.0,0.16625299997293175,1.0,-0.0014707187112496774,0.04391047035871309,0.9302414898114024,0.06975851018859747,-3.704553976822397e-05,0.00048222536326449886,1e-06,0.15889424893350465,3.617806263580386e-05,1e-06,-0.00015459561735989974,0.8801195476360925,0.014155638789466414
2025,Austrian Grand Prix,RUS,Mercedes,5.002881659836065e-06,0.048919699659976605,61.0,"ols_team(fe+spline,clustered)",0.0,0.11706212026099708,1.0,4.259089554800687e-06,0.04513693373315363,0.8513272638434244,0.14867273615657567,-3.628293605696817e-05,0.00041768703871537463,1e-06,0.15887965418226566,7.296851992113487e-05,1e-06,0.01254195271047974,0.8741835913768183,0.014155638789466414
2025,Austrian Grand Prix,TSU,Red Bull Racing,2.209893588362069e-05,0.09847927540217008,58.0,"ols_team(fe+spline,clustered)",0.5330000000000013,0.008499999999997955,1.0,0.529058750546975,0.008468513907715216,0.007394770862276507,0.9926052291377235,-3.630540175176539e-05,0.00010310163022305486,1e-06,0.1641015942954982,0.01365187713311228,1e-06,0.5276373866979058,0.994959306895874,0.014155638789466414
2025,Austrian Grand Prix,ALB,Williams,4.7471788194444445e-05,0.12957897027981122,9.0,"ols_team(fe+spline,clustered)",0.0,0.1987824438928142,1.0,3.331527266685531e-05,0.10855214631413031,0.7017909780519738,0.2982090219480263,-3.6307467242764305e-05,5.955319782603155e-05,1e-06,0.15890045954138493,2.5306550904380323e-05,1e-06,0.0761861929711243,0.5457236471490634,0.014155638789466414
2025,Austrian Grand Prix,PIA,McLaren,0.0015524587323588709,0.05630673626812855,62.0,"ols_team(fe+spline,clustered)",0.28600000000000136,5.174971735438275,1.0,0.0015861296938279052,0.05630340356564114,0.999881626814846,0.000118373185153858,-3.579968596683388e-05,0.00031531332906603723,1e-06,0.1589000023735918,3.734083451190427e-08,1e-06,0.0030355724015654157,0.8170307087355719,0.014155638789466414
2025,Austrian Grand Prix,OCO,Haas F1 Team,0.001753467624470339,0.04221305167072571,59.0,"ols_team(fe+spline,clustered)",0.1460000000000008,0.14137931641902485,1.0,0.013560463110575106,0.04044854325670729,0.9181471104250429,0.0818528895749571,-3.5315477647178025e-05,0.0005608708251165442,1e-06,0.15889598818553527,5.002723705128438e-05,1e-06,0.013664394520318722,0.8963960673642406,0.014155638789466414
2025,Austrian Grand Prix,LAW,Racing Bulls,0.009473673502604167,0.04352101488297677,60.0,"ols_team(fe+spline,clustered)",0.0,0.09076756028450059,1.0,0.007702807340348857,0.03924319202180707,0.8130750271509224,0.18692497284907766,-3.114392448892472e-05,0.0005276825605020973,1e-06,0.15885217322616219,0.00012136290542794934,1e-06,0.008565248944659844,0.9018819570434647,0.014155638789466414
2025,Austrian Grand Prix,LEC,Ferrari,0.01272733094262295,0.0404139241364417,61.0,"ols_team(fe+spline,clustered)",0.0,0.15264810658650285,1.0,0.011893659901349983,0.03906790394292532,0.9344975749407867,0.06550242505921341,-2.8464521490977907e-05,0.0006118882804385979,1e-06,0.15888489515938545,4.291395275650643e-05,1e-06,0.011593259062860014,0.9026714088019877,0.014155638789466414
2025,Austrian Grand Prix,ALO,Aston Martin,0.013638404107862902,0.042794801895314316,62.0,"ols_team(fe+spline,clustered)",0.0,0.2471242939629108,1.0,0.013241320059782319,0.04216721172908698,0.9708848597724381,0.02911514022756195,-2.8962612173533963e-05,0.0005457338413403835,1e-06,0.15889519729452564,1.6374272197713746e-05,1e-06,0.01418431737142407,0.8884080692959128,0.014155638789466414
2025,Austrian Grand Prix,COL,Alpine,0.031401570638020834,0.06905514512452658,60.0,"ols_team(fe+spline,clustered)",0.43200000000000216,0.3640368937346877,1.0,0.04531575527492954,0.06784528323318169,0.9652665022699433,0.034733497730056795,-2.9721864622477112e-05,0.00020966061307438487,1e-06,0.15890335519160637,7.545810995846314e-06,1e-06,0.03938635281475785,0.7546204277747752,0.014155638789466414
2025,Austrian Grand Prix,BOR,Kick Sauber,0.043865966796875,0.04434777993438634,60.0,"ols_team(fe+spline,clustered)",0.0,0.16490269239519234,1.0,0.04090734426582958,0.04282611450513894,0.9325531215407706,0.06744687845922942,-1.4237251515377159e-05,0.0005082009440583291,1e-06,0.15892404717541064,3.677295551748212e-05,1e-06,0.0621728650073079,0.8852965110281101,0.014155638789466414
2025,Austrian Grand Prix,VER,Red Bull Racing,,,,,0.0,0.06647962093754672,1.0,0.0,0.06647962093754672,0.0,1.0,,,1e-06,0.15895976651762422,0.00022621670655621764,1e-06,0.05878726100429607,0.7620728150134333,0.014155638789466414
2025,Austrian Grand Prix,ANT,Mercedes,,,,,0.20800000000001265,0.10669845359704128,1.0,0.20800000000001265,0.10669845359704128,0.0,1.0,,,1e-06,0.1588955614901686,8.783055027596381e-05,1e-06,0.15970513001117953,0.5542493582823899,0.014155638789466414
2025,Austrian Grand Prix,SAI,Williams,,,,,0.43899999999999295,0.12074033777767605,1.0,0.43899999999999295,0.12074033777767605,0.0,1.0,,,1e-06,0.1589236928223959,6.859073196313518e-05,1e-06,0.30133920538848646,0.49264647596616584,0.014155638789466414
2025,Canadian Grand Prix,RUS,Mercedes,-0.6690487619173728,0.04195251239590696,59.0,"ols_team(fe+spline,clustered)",0.0,0.21533471809331264,1.0,-0.6445825691243334,0.041178295634771225,0.9634313757297394,0.03656862427026059,-0.6488398288653044,0.9697889809808771,0.056497316428785097,0.2503943745283064,2.1565648474648526e-05,1e-06,-0.6250394946034835,0.9699658586441451,0.054761831180602114
2025,Canadian Grand Prix,STR,Aston Martin,-0.311724958748653,0.07923718590712982,58.0,"ols_team(fe+spline,clustered)",0.9309999999999974,4.225722316296285,1.0,-0.31128816287839306,0.07922325944773555,0.9996485176650031,0.0003514823349969452,-0.28056085232338546,0.8999849173753329,0.056497316428785097,0.2504000707086427,5.600129445374314e-08,1e-06,-0.2786523113212311,0.8971737475873377,0.054761831180602114
2025,Canadian Grand Prix,BOR,Kick Sauber,-0.1291472871424788,0.06391739160007792,59.0,"ols_team(fe+spline,clustered)",0.20199999999999818,5.10674903436619,1.0,-0.12909541881693593,0.06391238564346213,0.9998433678077496,0.0001566321922504006,-0.12044699588283171,0.9325644182391855,0.056497316428785097,0.2503999805074956,3.8345195157429765e-08,1e-06,-0.1197109841924673,0.9305857711834039,0.054761831180602114
2025,Canadian Grand Prix,BEA,Haas F1 Team,-0.11670697745630297,0.1005418991828661,59.0,"ols_team(fe+spline,clustered)",0.0,3.4064349145639774,1.0,-0.11660539642259869,0.10049813413297089,0.9991296061647874,0.000870393835212679,-0.09901433669629892,0.848231765590054,0.056497316428785097,0.2503999340016456,8.617866689317969e-08,1e-06,-0.09749830027372042,0.8442860115079373,0.054761831180602114
2025,Canadian Grand Prix,ALB,Williams,-0.018800281343005952,0.10681568115229853,42.0,"ols_team(fe+spline,clustered)",0.0,2.5320892605696312,1.0,-0.018766884594248832,0.10672076549536448,0.9982236037776347,0.0017763962223652351,-0.01566345462831159,0.8319818942764732,0.056497316428785097,0.25039996146086885,1.559703008114879e-07,1e-06,-0.014485396369256519,0.8278288241878906,0.054761831180602114
2025,Canadian Grand Prix,HAD,Racing Bulls,-0.011356677039194915,0.08314896452698115,59.0,"ols_team(fe+spline,clustered)",0.0,5.0843768157895495,1.0,-0.011353640538595743,0.08313784777342383,0.9997326242008387,0.0002673757991612101,-0.010132583359953167,0.8909693424450379,0.056497316428785097,0.25039999533200324,3.868338977751699e-08,1e-06,-0.009397358872650252,0.8879279491295369,0.054761831180602114
2025,Canadian Grand Prix,COL,Alpine,-0.009570058186848958,0.0843501294249237,60.0,"ols_team(fe+spline,clustered)",0.0,4.321771367802277,1.0,-0.009566414029643602,0.08433406816418837,0.9996192126386062,0.00038078736139377076,-0.008514192750517853,0.8881513681688914,0.056497316428785097,0.2503999875303674,5.3539757637700415e-08,1e-06,-0.007765482130491982,0.8850530523360772,0.054761831180602114
2025,Canadian Grand Prix,PIA,McLaren,-0.007368960623013772,0.04751021935242724,59.0,"ols_team(fe+spline,clustered)",0.0,4.741752691788411,1.0,-0.007368220917406473,0.047507834724564484,0.9998996187325269,0.00010038126747318013,-0.0070908558730507195,0.961582185072179,0.056497316428785097,0.25039998758936577,4.447563750182731e-08,1e-06,-0.006835234051076984,0.9604166810029997,0.054761831180602114
2025,Canadian Grand Prix,TSU,Red Bull Racing,-0.0010189767611228813,0.06992455899925115,59.0,"ols_team(fe+spline,clustered)",1.0430000000000064,0.20570109382305274,1.0,0.1071253973911939,0.06620402142106756,0.8964153175761094,0.10358468242389057,-0.0009481643351587213,0.9203501875490603,0.056497316428785097,0.2504188669445205,2.3632873705450063e-05,1e-06,0.09964147823135905,0.9258942090750071,0.054761831180602114
2025,Canadian Grand Prix,LEC,Ferrari,-8.523875269396552e-05,0.06794596727446674,58.0,"ols_team(fe+spline,clustered)",0.10000000000000853,3.719602930677515,1.0,-5.185314039129925e-05,0.06793463390028076,0.999666428209407,0.0003335717905929938,-8.861471686968155e-05,0.9244582801435902,0.056497316428785097,0.25039995858088826,7.227811307820066e-08,1e-06,0.00042629446122262587,0.92227430307212,0.054761831180602114
2025,Canadian Grand Prix,HAM,Ferrari,0.00010396666445974576,0.051934283508304244,59.0,"ols_team(fe+spline,clustered)",0.0,3.5220451772338452,1.0,0.0001039440639550907,0.05192863840649768,0.9997826177768375,0.00021738222316255916,9.330932346668144e-05,0.9544354554757684,0.056497316428785097,0.25039994926578746,8.061393489444433e-08,1e-06,0.00038533952063796693,0.9530689542625885,0.054761831180602114
2025,Canadian Grand Prix,VER,Red Bull Racing,0.0009998386189088984,0.038867543560739744,59.0,"ols_team(fe+spline,clustered)",0.0,2.821124626542071,1.0,0.0009996488709453195,0.03886385527193006,0.999810221409745,0.00018977859025507156,0.000970416381351818,0.9739572838109795,0.056497316428785097,0.25040010406976126,1.2564794827413675e-07,1e-06,0.001137506094026462,0.973159065579397,0.054761831180602114
2025,Canadian Grand Prix,NOR,McLaren,0.00710359166880123,0.03956708620337628,61.0,"ols_team(fe+spline,clustered)",0.47899999999999915,3.4264297390529785,1.0,0.007166509427063381,0.039564448383606364,0.9998666704023355,0.00013332959766456317,0.006908551487702528,0.9730369117012538,0.056497316428785097,0.25040001819725693,8.517581571821827e-08,1e-06,0.007136779595564073,0.9722097632788176,0.054761831180602114
2025,Canadian Grand Prix,GAS,Alpine,0.009736400539592162,0.06505175173926914,59.0,"ols_team(fe+spline,clustered)",0.5250000000000057,5.743853903666655,1.0,0.009802482814186912,0.06504758017973797,0.9998717505473627,0.00012824945263735242,0.009048893447695907,0.9303178524112986,0.056497316428785097,0.2504000092599883,3.0310508119700156e-08,1e-06,0.009537005930820547,0.9282764678187039,0.054761831180602114
2025,Canadian Grand Prix,SAI,Williams,0.013616364577720905,0.05136385712096015,58.0,"ols_team(fe+spline,clustered)",0.5060000000000002,3.7081205280222673,1.0,0.013710820211185573,0.05135893023264599,0.9998081665866421,0.00019183341335798183,0.013003059324456015,0.9553864761221483,0.056497316428785097,0.2504000191047084,7.272643253683305e-08,1e-06,0.01336110662293935,0.9540460028968551,0.054761831180602114
2025,Canadian Grand Prix,LAW,Racing Bulls,0.013977686564127604,0.08918440411977255,48.0,"ols_team(fe+spline,clustered)",0.6580000000000013,6.066260719476755,1.0,0.014116855639756168,0.0891747675113678,0.9997839064381386,0.00021609356186138163,0.012236717623470929,0.8765909540622214,0.056497316428785097,0.2504000160945555,2.717426740429412e-08,1e-06,0.013100562168460332,0.873199876878652,0.054761831180602114
2025,Canadian Grand Prix,OCO,Haas F1 Team,0.11477127075195312,0.049386487500927334,60.0,"ols_team(fe+spline,clustered)",0.07200000000000273,2.7754556975252944,1.0,0.11475773250769744,0.049378670814220864,0.9996834734152704,0.00031652658472951266,0.11001617831170672,0.9586159391228102,0.056497316428785097,0.25039993242144487,1.29816933100773e-07,1e-06,0.11012604849255153,0.9573732598350653,0.054761831180602114
2025,Canadian Grand Prix,HUL,Kick Sauber,0.12490294409579918,0.0654090914355305,61.0,"ols_team(fe+spline,clustered)",0.0,2.7937778298390157,1.0,0.12483451714531384,0.06539117209079286,0.999452159026509,0.0005478409734911316,0.1161010874414763,0.9296042388812779,0.056497316428785097,0.25039995028220974,1.2811978790185502e-07,1e-06,0.11623473414040082,0.9275717804719714,0.054761831180602114
2025,Canadian Grand Prix,ALO,Aston Martin,0.3064463987188824,0.07102960670085838,59.0,"ols_team(fe+spline,clustered)",0.0,2.9224359533764463,1.0,0.30626547860074965,0.07100863634168796,0.9994096190430395,0.0005903809569604535,0.281313445968974,0.9180208267609753,0.056497316428785097,0.2504000032754894,1.1708734136250575e-07,1e-06,0.28095780590002184,0.9156875530502183,0.054761831180602114
2025,Canadian Grand Prix,ANT,Mercedes,0.6805696158573545,0.0391799036286554,58.0,"ols_team(fe+spline,clustered)",0.49200000000000443,0.17803691431032706,1.0,0.6718591927842053,0.03826430461532405,0.9538079184520453,0.046192081547954754,0.6625640287357766,0.9735481327050847,0.056497316428785097,0.25040739646656734,3.154758953881942e-05,1e-06,0.6545227726734546,0.9739594259723642,0.054761831180602114
